y,x1,x2,x3,x4
0.7317115826331256,1.2655086631421,1.6146449716761708,1.6737122328486294,1.9643170379567891
0.772583765166538,1.3721238996367902,1.557159538846463,1.0948578554671258,1.4425101082306355
0.22996208923520858,1.5728533633518964,1.328777319053188,1.492596120806411,1.3702723802998662
0.41086130838650137,1.9082077899947762,1.4531314454507083,1.4615518406499177,1.170243580127135
0.26447877735346187,1.2016819310374558,1.5004409726243466,1.3752165308687836,1.054190429393202
0.27036206648702527,1.8983896849676967,1.180866361130029,1.9910992195364088,1.6578280692920089
0.4574409808300062,1.9446752686053514,1.5296306028030813,1.1763507137075067,1.5781619166955352
0.40900936401352206,1.6607977924868464,1.0752757457084954,1.813435208518058,1.9871017639525235
0.3331890082660465,1.6291140438988805,1.2777559326495975,1.0684466371312737,1.603792401496321
0.4811408762267661,1.0617862704675645,1.2126995192375034,1.4004497467540205,1.0649499187711626
0.3456416056967878,1.205974574899301,1.2847904809750617,1.1411443257238716,1.1621090818662196
0.5159427278693939,1.1765567525289953,1.8950941029470414,1.1933098623994738,1.4753979204688221
0.5910158686347006,1.6870228466577828,1.4462353233247995,1.8413517167791724,1.0019328347407281
0.3762466596112979,1.384103718213737,1.7799848897848278,1.7199139883741736,1.4414591430686414
0.45721322264598985,1.7698414199985564,1.8806190348695964,1.2672120830975473,1.260929737240076
0.32714447844188527,1.4976992420852184,1.413124209502712,1.4950016448274255,1.9384137454908341
0.4210160848337421,1.7176185082644224,1.0638084805104882,1.08311389782466,1.7158332837279886
0.5045694278767534,1.9919060948304832,1.3354874916840345,1.3538842406123877,1.1630854783579707
0.8295540780413391,1.3800351794343442,1.7237259466201067,1.9692088053561747,1.4761880184523761
0.6021228607285195,1.7774452213197947,1.3376153334975243,1.6247141896747053,1.6902567229699343
0.2807711754539269,1.9347052311059088,1.6304141224827617,1.6646182497497648,1.4608951795380563
0.9051920243140777,1.212142521282658,1.8406145540066063,1.3124896564986557,1.9551467383280396
0.6495364089038125,1.651673766085878,1.8561316647101194,1.405689612729475,1.7125401224475354
0.24710256531938135,1.1255550959613174,1.3913592810276896,1.9960773715283722,1.3971479332540184
0.6401689752039335,1.267220668727532,1.3804938856046647,1.8550823563709855,1.1177206120919436
0.5802211904743962,1.3861140925437212,1.8954454259946942,1.9535483960062265,1.2401162730529904
0.6059117774735056,1.0133903331588954,1.644315762910992,1.8123050923459232,1.8636305665131658
0.4595971199599909,1.3823879570700228,1.7410786487162113,1.7821821158286184,1.4359764016699046
0.3360283597590382,1.86969084572047,1.6053034465294331,1.2678781289141625,1.4978680519852787
0.3697016110983555,1.3403489966876805,1.9030816114973277,1.762151529546827,1.691927672130987
0.5892294157172818,1.4820801154710352,1.2937301550991833,1.986311589134857,1.760313281789422
0.9724062481936868,1.5995658254250884,1.1912601098883897,1.2936055490281433,1.1554012226406485
0.4127013515821315,1.4935413070488721,1.8864509433042258,1.3993511069566011,1.8494570930488408
0.29708621578239647,1.1862176014110446,1.5033394857309759,1.812131523853168,1.9468178190290928
0.5255519542710015,1.8273733186069876,1.8770575430244207,1.077151669189334,1.5884191903751343
0.6877610074245336,1.6684667381923646,1.1891936224419624,1.3636968098580837,1.5022508152760565
0.6798775982184737,1.7942398607265204,1.758103052387014,1.4425924671813846,1.1897799177095294
