y,x1,x2,x3
0.036290121584399086,1.0460405482444912,1.6903917051386088,1.8381222665775567
0.1017711596562305,1.5348617297131568,1.2537671390455216,1.0792628736235201
0.12277755220040852,1.4426607822533697,1.4110383701045066,1.7175640671048313
0.12347613370156654,1.9063654695637524,1.1228911131620407,1.8646178266499192
0.07731950518113079,1.881042381748557,1.1319665557239205,1.9785582080949098
0.10517286055114686,1.1632411163300276,1.6401180082466453,1.249126207549125
0.039916551154796066,1.7521907656919211,1.3464234322309494,1.0248606903478503
0.2321911750475063,1.4029872021637857,1.4227566046174616,1.2229782319627702
0.07246302618785556,1.5569526934996247,1.939408880425617,1.122025499586016
0.07565036506082363,1.0801692819222808,1.3838892308995128,1.3852394248824567
0.09875322867278608,1.116568592377007,1.2285851310007274,1.0843304744921625
0.03852058825613418,1.9251925612334162,1.6902786858845502,1.28258189978078
0.041811802419149224,1.878844240680337,1.0098579174373299,1.5665824587922543
0.04048992028599712,1.163207626901567,1.6861308943480253,1.3285423023626208
0.0461580467078718,1.5315639013424516,1.7916745960246772,1.943474682746455
0.04527341913706902,1.9297921683173627,1.5074934887234122,1.3773035139311105
0.05336719005154436,1.325715993763879,1.3080762489698827,1.9533156123943627
0.036219640375741435,1.1607946308795363,1.7372122772503644,1.273252867627889
0.18494563475461623,1.949707917869091,1.3047152434010059,1.6873301560990512
0.1070525245144449,1.462357048643753,1.774708701763302,1.1369918044656515
0.014461601667687252,1.220770887332037,1.1121136378496885,1.8102107716258615
0.14053646386229895,1.0020192326046526,1.797743699979037,1.7626046920195222
0.019966370563158125,1.6191926032770425,1.4910011673346162,1.4424048338551074
0.15032109243812367,1.4025059221312404,1.832918174797669,1.4566756945569068
0.007184827750366713,1.9000326106324792,1.7584231549408287,1.6804550888482481
0.09912294727986842,1.5058819844853133,1.902146560838446,1.07439790898934
0.04331767741781373,1.7264870810322464,1.278440013062209,1.6466290750540793
0.18459174445160287,1.027486614882946,1.4456928498111665,1.7899141116067767
0.11292519108709154,1.3794132131151855,1.272015735739842,1.2233165067154914
0.039650163510519976,1.3867446621879935,1.329918325645849,1.0409439904615283
0.054915903922436275,1.3378207252826542,1.863600653829053,1.3846483633387834
0.16460089336460285,1.3644318513106555,1.1098579533863813,1.344092153944075
0.057295859076608,1.6387559697031975,1.4022568997461349,1.4463686922099441
0.04859947703496591,1.0329143274575472,1.4060750936623663,1.3868331694975495
0.17187682161210535,1.69619258842431,1.4364792548585683,1.918317915406078
0.0842149269003343,1.815564174670726,1.1770000963006169,1.174017543438822
0.1459548011427696,1.507422853494063,1.2657302001025528,1.1498705623671412
0.13648883924307562,1.1125926258973777,1.659550013486296,1.613199228886515
0.060713511447218586,1.906323301140219,1.8160555048380047,1.017243331996724
0.07495707675568268,1.4133389531634748,1.4211843446828425,1.066110484302044
0.23472375783465982,1.4737557878252119,1.1600643042474985,1.778839041478932
0.009441143724803796,1.7137141800485551,1.2886101272888482,1.9356561270542443
0.014541095188150938,1.2418712105136365,1.8021290083415806,1.2072041395585984
0.00725464057233297,1.2996406275779009,1.1642456818372011,1.6433431569021195
0.07793194970546008,1.704478821484372,1.7897927351295948,1.331379575189203
0.012939084238061444,1.771674948045984,1.5242149699479342,1.955421590944752
0.024980012406232214,1.0138403405435383,1.3200350026600063,1.8171891570091248
0.008628392209085435,1.551313953474164,1.2751770878676325,1.740276143187657
0.13185752394362102,1.652461190475151,1.8018980382476002,1.2227059768047184
0.018183955099344857,1.931660708039999,1.1040244312025607,1.0457247165031731
